Pilot;Field Name;Field Description;Field Latitude;Field Longitude;Device ID;Device Description;Device Type;Device EUI;Property Key;Property Name;Property Description;Unit Of Measurement;Unit Of Measurement Symbol;Datastream Name;Datastream Description;Averages
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Dew Point min;Dew Point;The temperature at which air becomes saturated with moisture, leading to the formation of dew or condensation.;Degrees Celsius;ºC;000008E5_000008E5_Dew_Point_min;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Dew Point.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Tensiometer avg;Tensiometer;Device used to measure the surface tension of a liquid, typically by observing the height to which the liquid rises in a fine tube against the force of gravity.;Newtons per meter;N/m;000008E5_000008E5_Tensiometer_avg;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Tensiometer.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Tensiometer max;Tensiometer;Device used to measure the surface tension of a liquid, typically by observing the height to which the liquid rises in a fine tube against the force of gravity.;Newtons per meter;N/m;000008E5_000008E5_Tensiometer_max;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Tensiometer.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Tensiometer min;Tensiometer;Device used to measure the surface tension of a liquid, typically by observing the height to which the liquid rises in a fine tube against the force of gravity.;Newtons per meter;N/m;000008E5_000008E5_Tensiometer_min;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Tensiometer.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Watermark avg;Leak warning;A warning in case of water leak detected;True / False;N/A;000008E5_000008E5_Watermark_avg;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Leak warning.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Midnight;Midnight;The point in time at the middle of the night, commonly defined as 12:00 AM.;-;-;000008E5_000008E5_Midnight;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Midnight.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J001;Specialized device designed for accurately measuring large volumes of water flow.;ST11;8254812306000026;water_flow;Water flow m^3/h;The continuous movement of water in a particular direction.;Cubic meters per hour;m^3/h;Khalil_Al-Edwan_J001_water_flow;The datastream containing mesures of field Khalil Al-Edwan by sensor J001 which measures Water flow m^3/h.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J001;Specialized device designed for accurately measuring large volumes of water flow.;ST11;8254812306000026;water_count;Water count m^3;Incremental counting of water passed by the flowmeter;Cubic meters;m^3;Khalil_Al-Edwan_J001_water_count;The datastream containing mesures of field Khalil Al-Edwan by sensor J001 which measures Water count m^3.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J002;Technology that measures soil moisture at multiple depths.;ST12;008000000403FCBF;soil_moisture_10;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Khalil_Al-Edwan_J002_soil_moisture_10;The datastream containing mesures of field Khalil Al-Edwan by sensor J002 which measures Soil Moisture.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J002;Technology that measures soil moisture at multiple depths.;ST12;008000000403FCBF;soil_moisture_20;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Khalil_Al-Edwan_J002_soil_moisture_20;The datastream containing mesures of field Khalil Al-Edwan by sensor J002 which measures Soil Moisture.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J002;Technology that measures soil moisture at multiple depths.;ST12;008000000403FCBF;soil_moisture_30;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Khalil_Al-Edwan_J002_soil_moisture_30;The datastream containing mesures of field Khalil Al-Edwan by sensor J002 which measures Soil Moisture.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J002;Technology that measures soil moisture at multiple depths.;ST12;008000000403FCBF;soil_moisture_45;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Khalil_Al-Edwan_J002_soil_moisture_45;The datastream containing mesures of field Khalil Al-Edwan by sensor J002 which measures Soil Moisture.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J002;Technology that measures soil moisture at multiple depths.;ST12;008000000403FCBF;soil_moisture_60;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Khalil_Al-Edwan_J002_soil_moisture_60;The datastream containing mesures of field Khalil Al-Edwan by sensor J002 which measures Soil Moisture.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J002;Technology that measures soil moisture at multiple depths.;ST12;008000000403FCBF;soil_moisture_90;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Khalil_Al-Edwan_J002_soil_moisture_90;The datastream containing mesures of field Khalil Al-Edwan by sensor J002 which measures Soil Moisture.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J002;Technology that measures soil moisture at multiple depths.;ST12;008000000403FCBF;soil_temperature_25;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Khalil_Al-Edwan_J002_soil_temperature_25;The datastream containing mesures of field Khalil Al-Edwan by sensor J002 which measures Soil Temperature.;None
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J003;Device capable of analyzing various environmental parameters simultaneously.;ST13;2CF7F1C0523000E2 ;ph;pH;Measure of the acidity or alkalinity of a solution.;-;-;Khalil_Al-Edwan_J003_ph;The datastream containing mesures of field Khalil Al-Edwan by sensor J003 which measures pH.;Weekly
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J003;Device capable of analyzing various environmental parameters simultaneously.;ST13;2CF7F1C0523000E2 ;ec;Electric Conductivity;Measure of the ability of a solution to conduct electricity.;Microsiemens per centimeter;?S/cm;Khalil_Al-Edwan_J003_ec;The datastream containing mesures of field Khalil Al-Edwan by sensor J003 which measures Electric Conductivity.;Weekly
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J003;Device capable of analyzing various environmental parameters simultaneously.;ST13;2CF7F1C0523000E2 ;nh3;NH3 / Ammonia;Concentration of ammonia.;Milligrams per liter;mg/L;Khalil_Al-Edwan_J003_nh3;The datastream containing mesures of field Khalil Al-Edwan by sensor J003 which measures NH3 / Ammonia.;Weekly
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J003;Device capable of analyzing various environmental parameters simultaneously.;ST13;2CF7F1C0523000E2 ;no4;NO4 / Nitrate;Concentration of nitrogen.;Milligrams per liter;mg/L;Khalil_Al-Edwan_J003_no4;The datastream containing mesures of field Khalil Al-Edwan by sensor J003 which measures NO4 / Nitrate.;Weekly
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J003;Device capable of analyzing various environmental parameters simultaneously.;ST13;2CF7F1C0523000E2 ;temperature;Temperature;The measure of the hotness or coldness of something.;Degrees Celsius;ºC;Khalil_Al-Edwan_J003_temperature;The datastream containing mesures of field Khalil Al-Edwan by sensor J003 which measures Temperature.;Weekly
Jordan;Khalil Al-Edwan;Field in Jordan;31,840202;35,638401;J018;Device used to determine the height or quantity of material within a container, either liquid or solid.;ST16;2CF7F1C05230018A;water_level;Water level cm;Water level in centimeters.;Centimeters;cm;Khalil_Al-Edwan_J018_water_level;The datastream containing mesures of field Khalil Al-Edwan by sensor J018 which measures Water level cm.;Weekly
Jordan;Mahmoud Al-Rajbi;Field in Jordan;32,240135;35,613777;J004;Specialized device designed for accurately measuring large volumes of water flow.;ST11;8254812306000030;water_flow;Water flow m^3/h;The continuous movement of water in a particular direction.;Cubic meters per hour;m^3/h;Mahmoud_Al-Rajbi_J004_water_flow;The datastream containing mesures of field Mahmoud Al-Rajbi by sensor J004 which measures Water flow m^3/h.;None
Jordan;Mahmoud Al-Rajbi;Field in Jordan;32,240135;35,613777;J004;Specialized device designed for accurately measuring large volumes of water flow.;ST11;8254812306000030;water_count;Water count m^3;Incremental counting of water passed by the flowmeter;Cubic meters;m^3;Mahmoud_Al-Rajbi_J004_water_count;The datastream containing mesures of field Mahmoud Al-Rajbi by sensor J004 which measures Water count m^3.;None
Jordan;Mahmoud Al-Rajbi;Field in Jordan;32,240135;35,613777;J005;Technology that measures soil moisture at multiple depths.;ST12;008000000403FC99;soil_moisture_10;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Mahmoud_Al-Rajbi_J005_soil_moisture_10;The datastream containing mesures of field Mahmoud Al-Rajbi by sensor J005 which measures Soil Moisture.;None
Jordan;Mahmoud Al-Rajbi;Field in Jordan;32,240135;35,613777;J005;Technology that measures soil moisture at multiple depths.;ST12;008000000403FC99;soil_moisture_20;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Mahmoud_Al-Rajbi_J005_soil_moisture_20;The datastream containing mesures of field Mahmoud Al-Rajbi by sensor J005 which measures Soil Moisture.;None
Jordan;Mahmoud Al-Rajbi;Field in Jordan;32,240135;35,613777;J005;Technology that measures soil moisture at multiple depths.;ST12;008000000403FC99;soil_moisture_30;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Mahmoud_Al-Rajbi_J005_soil_moisture_30;The datastream containing mesures of field Mahmoud Al-Rajbi by sensor J005 which measures Soil Moisture.;None
Jordan;Mahmoud Al-Rajbi;Field in Jordan;32,240135;35,613777;J005;Technology that measures soil moisture at multiple depths.;ST12;008000000403FC99;soil_moisture_45;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Mahmoud_Al-Rajbi_J005_soil_moisture_45;The datastream containing mesures of field Mahmoud Al-Rajbi by sensor J005 which measures Soil Moisture.;None
